Frequency (Hz)	Level (dB)
16620.941162	-103.812752
16621.614075	-104.096886
16622.286987	-104.495186
16622.959900	-104.964455
16623.632813	-105.300499
16624.305725	-105.874527
16624.978638	-106.437683
16625.651550	-107.324669
16626.324463	-108.517601
16626.997375	-109.574020
16627.670288	-110.518967
16628.343201	-112.979820
16629.016113	-115.926437
16629.689026	-118.243248
16630.361938	-121.068947
16631.034851	-121.991356
16631.707764	-119.350014
16632.380676	-117.616707
16633.053589	-113.939987
16633.726501	-111.803062
16634.399414	-109.669685
16635.072327	-109.307571
16635.745239	-109.736717
16636.418152	-108.233376
16637.091064	-107.796501
16637.763977	-108.353920
16638.436890	-107.728508
16639.109802	-107.546623
16639.782715	-108.165298
16640.455627	-107.848648
16641.128540	-107.902634
16641.801453	-109.307350
16642.474365	-110.709099
16643.147278	-110.729782
16643.820190	-110.952629
16644.493103	-110.827797
16645.166016	-112.983109
16645.838928	-115.445282
16646.511841	-114.715866
16647.184753	-116.268120
16647.857666	-116.318069
16648.530579	-115.468636
16649.203491	-114.966629
16649.876404	-114.720032
16650.549316	-113.401611
16651.222229	-114.355690
16651.895142	-115.424156
16652.568054	-113.865814
16653.240967	-114.458206
16653.913879	-116.228722
16654.586792	-116.393677
16655.259705	-115.579475
16655.932617	-116.291679
16656.605530	-116.416267
16657.278442	-118.261543
16657.951355	-115.879333
16658.624268	-115.079277
16659.297180	-114.636879
16659.970093	-114.355667
16660.643005	-113.729477
16661.315918	-111.695465
16661.988831	-111.103500
16662.661743	-110.861229
16663.334656	-109.005249
16664.007568	-109.745583
16664.680481	-109.108688
16665.353394	-108.984955
16666.026306	-108.317108
16666.699219	-107.952003
16667.372131	-107.999260
16668.045044	-107.724159
16668.717957	-107.506714
16669.390869	-107.847435
16670.063782	-108.993248
16670.736694	-107.607117
16671.409607	-107.458908
16672.082520	-107.378761
16672.755432	-107.311943
16673.428345	-108.545120
16674.101257	-108.935066
16674.774170	-108.902390
16675.447083	-109.500450
16676.119995	-109.868561
16676.792908	-109.825012
16677.465820	-110.422195
16678.138733	-109.851349
16678.811646	-109.248787
16679.484558	-109.906158
16680.157471	-109.988777
16680.830383	-110.721901
16681.503296	-110.821907
16682.176208	-110.269058
16682.849121	-109.572876
16683.522034	-110.286697
16684.194946	-109.537964
16684.867859	-109.113449
16685.540771	-108.069710
16686.213684	-108.445030
16686.886597	-108.403160
16687.559509	-107.760712
16688.232422	-107.635780
16688.905334	-107.375175
16689.578247	-107.578934
16690.251160	-107.655670
16690.924072	-107.526886
16691.596985	-107.550064
16692.269897	-107.653221
16692.942810	-108.039490
16693.615723	-108.184044
16694.288635	-108.549744
16694.961548	-108.992599
16695.634460	-110.150673
16696.307373	-109.752113
16696.980286	-109.839600
16697.653198	-109.489998
16698.326111	-108.978981
16698.999023	-110.309952
16699.671936	-109.368225
16700.344849	-108.423073
16701.017761	-111.149353
16701.690674	-109.300751
16702.363586	-108.674057
16703.036499	-109.807961
16703.709412	-108.514694
16704.382324	-108.673050
16705.055237	-108.587341
16705.728149	-107.868286
16706.401062	-108.658997
16707.073975	-108.310928
16707.746887	-107.156944
16708.419800	-108.305092
16709.092712	-107.026741
16709.765625	-107.624535
16710.438538	-108.198494
16711.111450	-107.369850
16711.784363	-107.608711
16712.457275	-107.831497
16713.130188	-107.767288
16713.803101	-107.683678
16714.476013	-107.787468
16715.148926	-108.529106
16715.821838	-108.843178
16716.494751	-109.271988
16717.167664	-109.021622
16717.840576	-109.610199
16718.513489	-109.713478
16719.186401	-108.939995
16719.859314	-108.749321
16720.532227	-109.267891
16721.205139	-110.682518
16721.878052	-110.803627
16722.550964	-109.488106
16723.223877	-109.831497
16723.896790	-110.056114
16724.569702	-110.644569
16725.242615	-111.252647
16725.915527	-111.565933
16726.588440	-111.624840
16727.261353	-112.732292
16727.934265	-112.670967
16728.607178	-112.720909
16729.280090	-113.672035
16729.953003	-114.325623
16730.625916	-113.767136
16731.298828	-114.146202
16731.971741	-112.480423
16732.644653	-111.764900
16733.317566	-111.778236
16733.990479	-111.020576
16734.663391	-109.028236
16735.336304	-108.528473
16736.009216	-107.721512
16736.682129	-106.710274
16737.355042	-106.869217
16738.027954	-106.127090
16738.700867	-105.669365
16739.373779	-105.884163
16740.046692	-105.550568
16740.719604	-105.397789
16741.392517	-105.846214
16742.065430	-105.640480
16742.738342	-105.790398
16743.411255	-105.803391
16744.084167	-105.888977
16744.757080	-105.557121
16745.429993	-106.036850
16746.102905	-105.747322
16746.775818	-105.587318
16747.448730	-105.115456
16748.121643	-105.421898
16748.794556	-105.381775
16749.467468	-105.765472
16750.140381	-105.375122
16750.813293	-105.365959
16751.486206	-105.945900
16752.159119	-105.425713
16752.832031	-106.275368
16753.504944	-106.184998
16754.177856	-106.053658
16754.850769	-106.444435
16755.523682	-107.494476
16756.196594	-107.621651
16756.869507	-107.609665
16757.542419	-109.152382
16758.215332	-109.238853
16758.888245	-110.063660
16759.561157	-110.767471
16760.234070	-110.273537
16760.906982	-112.874825
16761.579895	-113.010773
16762.252808	-113.318909
16762.925720	-114.725632
16763.598633	-112.830132
16764.271545	-112.247932
16764.944458	-112.526466
16765.617371	-111.114761
16766.290283	-110.876266
16766.963196	-111.382950
16767.636108	-111.886261
16768.309021	-112.481628
16768.981934	-113.081573
16769.654846	-113.074120
16770.327759	-113.052063
16771.000671	-113.919708
16771.673584	-116.123650
16772.346497	-115.930359
16773.019409	-114.873253
16773.692322	-115.454330
16774.365234	-115.825485
16775.038147	-115.399086
16775.711060	-114.545815
16776.383972	-114.268959
16777.056885	-113.962463
16777.729797	-114.896683
16778.402710	-115.177284
16779.075623	-113.232437
16779.748535	-114.446861
16780.421448	-114.560097
16781.094360	-113.643761
16781.767273	-114.064934
16782.440186	-114.696091
16783.113098	-113.721199
16783.786011	-116.442924
16784.458923	-116.541443
16785.131836	-115.234497
16785.804749	-115.531639
16786.477661	-114.180634
16787.150574	-114.277206
16787.823486	-113.281532
16788.496399	-111.932961
16789.169312	-110.752350
16789.842224	-110.074974
16790.515137	-109.557823
16791.188049	-108.481819
16791.860962	-108.490227
16792.533875	-107.653618
16793.206787	-107.956406
16793.879700	-107.389900
16794.552612	-106.871429
16795.225525	-107.286583
16795.898438	-107.073090
16796.571350	-107.326378
16797.244263	-107.810814
16797.917175	-107.460083
16798.590088	-107.605988
16799.263000	-107.992409
16799.935913	-107.615326
16800.608826	-108.381065
16801.281738	-109.601669
16801.954651	-110.236008
16802.627563	-110.993439
16803.300476	-110.930801
16803.973389	-111.548340
16804.646301	-111.830070
16805.319214	-111.296402
16805.992126	-110.733795
16806.665039	-110.639664
16807.337952	-110.574982
16808.010864	-110.699036
16808.683777	-111.582001
16809.356689	-111.538353
16810.029602	-111.921059
16810.702515	-111.817398
16811.375427	-111.005257
16812.048340	-111.226540
16812.721252	-110.420288
16813.394165	-110.137856
16814.067078	-111.362434
16814.739990	-112.239403
16815.412903	-113.029343
16816.085815	-112.559959
16816.758728	-111.973915
16817.431641	-112.953583
16818.104553	-111.286766
16818.777466	-111.715675
16819.450378	-111.647697
16820.123291	-110.118690
16820.796204	-110.728264
16821.469116	-111.403496
16822.142029	-109.760254
16822.814941	-109.560661
16823.487854	-109.560501
16824.160767	-109.616867
16824.833679	-109.936607
16825.506592	-110.560837
16826.179504	-111.066978
16826.852417	-111.738220
16827.525330	-113.427223
16828.198242	-113.936653
16828.871155	-114.224373
16829.544067	-115.143349
16830.216980	-115.768440
16830.889893	-117.264343
16831.562805	-118.610939
16832.235718	-116.958809
16832.908630	-117.564499
16833.581543	-118.519737
16834.254456	-119.553207
16834.927368	-117.421677
16835.600281	-116.587692
16836.273193	-115.734680
16836.946106	-117.191078
16837.619019	-116.464653
16838.291931	-116.595070
16838.964844	-115.231628
16839.637756	-113.620049
16840.310669	-113.566841
16840.983582	-114.206963
16841.656494	-112.749298
16842.329407	-112.255997
16843.002319	-112.128281
16843.675232	-113.627937
16844.348145	-111.605095
16845.021057	-111.747238
16845.693970	-114.019012
16846.366882	-112.941498
16847.039795	-111.232780
16847.712708	-112.309677
16848.385620	-110.440994
16849.058533	-109.686462
16849.731445	-108.927879
16850.404358	-108.515305
16851.077271	-109.186737
16851.750183	-107.676521
16852.423096	-107.617416
16853.096008	-109.076775
16853.768921	-108.579620
16854.441833	-109.173790
16855.114746	-110.382622
16855.787659	-110.539970
16856.460571	-111.539757
16857.133484	-112.652695
16857.806396	-115.042885
16858.479309	-118.217545
16859.152222	-118.001076
16859.825134	-118.174637
16860.498047	-118.420013
16861.170959	-119.516609
16861.843872	-118.439529
16862.516785	-119.103775
16863.189697	-115.309471
16863.862610	-113.834167
16864.535522	-111.095016
16865.208435	-109.498589
16865.881348	-109.059593
16866.554260	-107.891998
16867.227173	-107.440361
16867.900085	-106.798195
16868.572998	-105.877251
16869.245911	-105.446556
16869.918823	-105.575539
16870.591736	-105.336792
16871.264648	-105.434059
16871.937561	-106.336723
16872.610474	-106.292725
16873.283386	-106.631584
16873.956299	-106.993126
16874.629211	-107.579582
16875.302124	-109.014717
16875.975037	-110.031517
16876.647949	-110.802483
16877.320862	-112.449715
16877.993774	-114.096039
16878.666687	-117.209160
16879.339600	-118.836678
16880.012512	-117.653656
16880.685425	-116.686089
16881.358337	-113.758270
16882.031250	-111.318008
16882.704163	-109.925903
16883.377075	-108.692917
16884.049988	-107.655449
16884.722900	-106.825989
16885.395813	-105.594406
16886.068726	-105.199020
16886.741638	-104.662605
16887.414551	-104.663475
16888.087463	-104.768059
16888.760376	-104.933266
16889.433289	-105.973236
16890.106201	-106.114609
16890.779114	-106.153938
16891.452026	-107.437752
16892.124939	-107.969276
16892.797852	-108.026489
16893.470764	-109.447937
16894.143677	-111.328918
16894.816589	-112.986038
16895.489502	-114.778496
16896.162415	-117.411049
16896.835327	-120.215820
16897.508240	-118.567459
16898.181152	-117.694565
16898.854065	-119.478683
16899.526978	-119.199532
16900.199890	-117.070274
16900.872803	-113.508034
16901.545715	-113.559906
16902.218628	-115.162628
16902.891541	-113.324936
16903.564453	-111.863014
16904.237366	-111.838875
16904.910278	-111.824265
16905.583191	-110.770210
16906.256104	-109.811287
16906.929016	-109.591972
16907.601929	-108.862869
16908.274841	-108.083168
16908.947754	-107.487579
16909.620667	-106.932976
16910.293579	-106.517197
16910.966492	-106.252174
16911.639404	-106.357262
16912.312317	-106.779961
16912.985229	-106.570518
16913.658142	-106.851387
16914.331055	-108.069351
16915.003967	-108.373299
16915.676880	-108.685944
16916.349792	-109.640358
16917.022705	-109.408653
16917.695618	-110.130234
16918.368530	-111.974503
16919.041443	-111.687782
16919.714355	-112.449028
16920.387268	-112.835754
16921.060181	-112.906265
16921.733093	-112.548111
16922.406006	-113.962341
16923.078918	-113.860397
16923.751831	-114.459198
16924.424744	-114.910500
16925.097656	-115.908775
16925.770569	-116.799515
16926.443481	-115.741364
16927.116394	-115.916046
16927.789307	-116.052414
16928.462219	-114.784897
16929.135132	-114.050468
16929.808044	-111.648895
16930.480957	-111.581322
16931.153870	-111.833771
16931.826782	-109.695282
16932.499695	-110.619873
16933.172607	-109.930450
16933.845520	-109.516129
16934.518433	-111.556602
16935.191345	-111.083572
16935.864258	-111.827385
16936.537170	-112.759659
16937.210083	-114.038177
16937.882996	-117.102386
16938.555908	-118.332390
16939.228821	-120.249329
16939.901733	-124.263527
16940.574646	-123.749077
16941.247559	-120.616737
16941.920471	-118.380981
16942.593384	-117.614746
16943.266296	-118.370712
16943.939209	-115.111710
16944.612122	-114.569008
16945.285034	-115.564018
16945.957947	-114.110428
16946.630859	-113.736092
16947.303772	-113.631996
16947.976685	-112.393410
16948.649597	-111.656364
16949.322510	-111.160202
16949.995422	-110.651085
16950.668335	-110.681587
16951.341248	-111.786049
16952.014160	-113.841644
16952.687073	-113.002785
16953.359985	-114.129761
16954.032898	-114.910980
16954.705811	-116.753296
16955.378723	-116.265976
16956.051636	-117.954071
16956.724548	-116.476158
16957.397461	-115.442482
16958.070374	-113.776825
16958.743286	-111.717651
16959.416199	-110.272469
16960.089111	-109.565018
16960.762024	-108.708420
16961.434937	-108.246155
16962.107849	-108.462425
16962.780762	-108.286705
16963.453674	-107.992332
16964.126587	-107.297798
16964.799500	-106.656021
16965.472412	-106.587257
16966.145325	-106.462250
16966.818237	-106.947449
16967.491150	-106.967796
16968.164063	-106.865555
16968.836975	-106.811958
16969.509888	-107.636414
16970.182800	-108.349648
16970.855713	-108.602905
16971.528625	-109.722061
16972.201538	-110.031311
16972.874451	-111.301819
16973.547363	-113.071198
16974.220276	-113.744530
16974.893188	-114.263649
16975.566101	-114.910812
16976.239014	-116.255524
16976.911926	-118.188499
16977.584839	-122.118874
16978.257751	-122.295532
16978.930664	-119.170067
16979.603577	-122.250313
16980.276489	-120.788574
16980.949402	-120.185020
16981.622314	-119.457756
16982.295227	-118.366455
16982.968140	-120.920387
16983.641052	-123.007767
16984.313965	-120.165138
16984.986877	-122.640755
16985.659790	-125.012421
16986.332703	-124.569962
16987.005615	-123.464455
16987.678528	-122.322937
16988.351440	-126.498077
16989.024353	-123.879623
16989.697266	-121.442627
16990.370178	-120.397675
16991.043091	-121.751854
16991.716003	-125.267769
16992.388916	-124.065094
16993.061829	-121.144112
16993.734741	-121.430870
16994.407654	-120.843033
16995.080566	-118.379364
16995.753479	-117.239822
16996.426392	-115.085884
16997.099304	-114.616493
16997.772217	-113.296753
16998.445129	-113.289276
16999.118042	-113.256622
16999.790955	-113.142540
17000.463867	-113.577782
17001.136780	-114.022858
17001.809692	-114.840881
17002.482605	-115.141090
17003.155518	-115.317215
17003.828430	-115.653091
17004.501343	-116.070404
17005.174255	-117.186066
17005.847168	-118.947937
17006.520081	-119.780357
17007.192993	-121.996567
17007.865906	-122.476639
17008.538818	-121.501305
17009.211731	-121.174667
17009.884644	-124.215912
17010.557556	-124.537132
17011.230469	-122.740799
17011.903381	-120.238663
17012.576294	-121.183571
17013.249207	-119.622215
17013.922119	-118.164108
17014.595032	-117.043808
17015.267944	-113.818115
17015.940857	-113.266853
17016.613770	-115.839348
17017.286682	-115.558823
17017.959595	-116.571320
17018.632507	-114.907883
17019.305420	-114.164497
17019.978333	-115.980278
17020.651245	-115.452072
17021.324158	-115.512451
17021.997070	-117.267303
17022.669983	-116.537636
17023.342896	-115.870590
17024.015808	-114.065430
17024.688721	-112.108696
17025.361633	-111.717583
17026.034546	-109.849113
17026.707458	-109.338226
17027.380371	-108.634483
17028.053284	-108.257423
17028.726196	-107.064621
17029.399109	-106.801147
17030.072021	-107.469879
17030.744934	-106.942093
17031.417847	-106.081169
17032.090759	-106.025925
17032.763672	-106.226776
17033.436584	-105.923515
17034.109497	-105.487976
17034.782410	-105.506462
17035.455322	-105.898651
17036.128235	-106.446022
17036.801147	-106.388718
17037.474060	-107.160606
17038.146973	-108.028351
17038.819885	-107.752327
17039.492798	-108.550003
17040.165710	-109.627228
17040.838623	-109.641632
17041.511536	-109.014679
17042.184448	-109.653061
17042.857361	-108.624939
17043.530273	-107.450958
17044.203186	-106.461655
17044.876099	-107.476639
17045.549011	-104.487656
17046.221924	-105.527794
17046.894836	-105.723747
17047.567749	-106.047165
17048.240662	-105.722252
17048.913574	-107.191246
17049.586487	-108.241425
17050.259399	-108.769981
17050.932312	-110.732841
17051.605225	-112.102135
17052.278137	-112.883850
17052.951050	-115.917839
17053.623962	-116.958488
17054.296875	-118.912537
17054.969788	-119.357498
17055.642700	-117.469879
17056.315613	-117.133049
17056.988525	-114.849373
17057.661438	-116.122147
17058.334351	-115.519333
17059.007263	-115.764557
17059.680176	-115.677452
17060.353088	-115.031387
17061.026001	-112.766838
17061.698914	-112.690811
17062.371826	-111.643234
17063.044739	-111.504829
17063.717651	-111.813431
17064.390564	-111.175697
17065.063477	-111.196175
17065.736389	-110.792343
17066.409302	-110.550735
17067.082214	-110.067772
17067.755127	-109.658775
17068.428040	-110.198975
17069.100952	-110.590515
17069.773865	-110.749153
17070.446777	-111.718315
17071.119690	-110.757835
17071.792603	-110.263199
17072.465515	-108.884369
17073.138428	-107.978218
17073.811340	-106.900047
17074.484253	-107.080986
17075.157166	-106.205086
17075.830078	-106.698174
17076.502991	-105.787216
17077.175903	-105.252792
17077.848816	-105.505196
17078.521729	-105.793381
17079.194641	-105.651779
17079.867554	-106.553879
17080.540466	-106.348305
17081.213379	-106.590004
17081.886292	-106.774521
17082.559204	-107.309708
17083.232117	-106.437263
17083.905029	-106.305061
17084.577942	-106.460075
17085.250854	-106.641090
17085.923767	-106.353493
17086.596680	-106.700798
17087.269592	-107.592239
17087.942505	-107.863785
17088.615417	-108.606133
17089.288330	-109.970985
17089.961243	-111.271797
17090.634155	-112.612213
17091.307068	-112.890488
17091.979980	-114.882530
17092.652893	-119.446266
17093.325806	-120.460579
17093.998718	-118.737274
17094.671631	-118.265877
17095.344543	-119.582825
17096.017456	-115.991035
17096.690369	-114.149033
17097.363281	-113.708611
17098.036194	-113.367630
17098.709106	-112.707108
17099.382019	-111.334389
17100.054932	-110.227295
17100.727844	-109.302528
17101.400757	-108.175529
17102.073669	-107.014275
17102.746582	-106.352402
17103.419495	-105.976837
17104.092407	-105.235374
17104.765320	-104.909195
17105.438232	-104.822525
17106.111145	-104.612373
17106.784058	-105.203926
17107.456970	-105.476921
17108.129883	-105.212425
17108.802795	-106.190620
17109.475708	-106.902718
17110.148621	-108.045341
17110.821533	-108.607391
17111.494446	-108.513222
17112.167358	-109.536781
17112.840271	-110.539772
17113.513184	-111.704628
17114.186096	-113.668533
17114.859009	-114.188934
17115.531921	-115.250290
17116.204834	-116.778816
17116.877747	-119.688202
17117.550659	-117.880211
17118.223572	-117.109741
17118.896484	-117.151283
17119.569397	-117.596428
17120.242310	-115.763100
17120.915222	-114.284714
17121.588135	-114.445854
17122.261047	-113.601181
17122.933960	-113.119034
17123.606873	-113.002579
17124.279785	-112.330360
17124.952698	-112.819412
17125.625610	-113.236603
17126.298523	-112.278534
17126.971436	-113.600487
17127.644348	-114.827667
17128.317261	-114.781441
17128.990173	-116.462090
17129.663086	-116.748756
17130.335999	-120.856873
17131.008911	-122.592049
17131.681824	-121.648781
17132.354736	-119.545303
17133.027649	-117.244179
17133.700562	-116.256821
17134.373474	-116.501976
17135.046387	-115.490944
17135.719299	-115.543488
17136.392212	-116.481377
17137.065125	-115.114990
17137.738037	-115.929710
17138.410950	-113.943810
17139.083862	-113.898468
17139.756775	-114.840515
17140.429688	-113.368324
17141.102600	-114.027557
17141.775513	-115.239166
17142.448425	-114.803589
17143.121338	-114.417549
17143.794250	-114.797234
17144.467163	-114.941658
17145.140076	-113.666916
17145.812988	-114.643082
17146.485901	-114.259682
17147.158813	-114.220505
17147.831726	-114.961021
17148.504639	-115.335999
17149.177551	-114.868904
17149.850464	-114.241890
17150.523376	-113.754395
17151.196289	-112.839554
17151.869202	-112.608841
17152.542114	-111.891937
17153.215027	-111.521469
17153.887939	-111.929176
17154.560852	-111.667252
17155.233765	-112.780083
17155.906677	-112.596931
17156.579590	-111.652596
17157.252502	-111.792938
17157.925415	-113.325218
17158.598328	-114.338875
17159.271240	-114.820847
17159.944153	-115.582214
17160.617065	-113.923737
17161.289978	-114.260010
17161.962891	-114.668976
17162.635803	-115.293671
17163.308716	-114.026863
17163.981628	-115.394890
17164.654541	-117.090279
17165.327454	-118.168633
17166.000366	-118.007973
17166.673279	-118.582840
17167.346191	-122.641685
17168.019104	-122.854172
17168.692017	-120.751457
17169.364929	-119.708923
17170.037842	-119.719276
17170.710754	-117.782356
17171.383667	-121.905304
17172.056580	-121.065956
17172.729492	-119.837891
17173.402405	-121.412514
17174.075317	-124.577820
17174.748230	-125.354424
17175.421143	-123.904900
17176.094055	-127.641052
17176.766968	-122.403458
17177.439880	-119.004837
17178.112793	-123.126251
17178.785706	-125.319656
17179.458618	-123.732445
17180.131531	-120.846466
17180.804443	-120.486008
17181.477356	-127.127968
17182.150269	-122.551964
17182.823181	-120.191956
17183.496094	-121.255058
17184.169006	-122.432388
17184.841919	-121.938400
17185.514832	-121.513161
17186.187744	-121.400291
17186.860657	-121.943359
17187.533569	-121.916519
17188.206482	-119.327003
17188.879395	-120.760979
17189.552307	-122.110153
17190.225220	-119.582588
17190.898132	-117.397659
17191.571045	-117.931427
17192.243958	-119.415146
17192.916870	-119.317360
17193.589783	-116.230804
17194.262695	-115.270157
17194.935608	-116.845345
17195.608521	-118.070732
17196.281433	-119.492737
17196.954346	-119.705299
17197.627258	-120.291397
17198.300171	-120.161949
17198.973083	-118.527382
17199.645996	-116.381958
17200.318909	-116.090050
17200.991821	-118.503693
17201.664734	-118.995972
17202.337646	-116.756828
17203.010559	-116.766678
17203.683472	-114.646141
17204.356384	-114.772835
17205.029297	-115.652809
17205.702209	-115.239380
17206.375122	-115.021782
17207.048035	-115.132599
17207.720947	-114.501678
17208.393860	-115.130745
17209.066772	-116.117393
17209.739685	-116.409256
17210.412598	-115.925072
17211.085510	-116.286919
17211.758423	-117.259399
17212.431335	-119.025497
17213.104248	-117.246613
17213.777161	-116.185799
17214.450073	-118.916199
17215.122986	-120.028641
17215.795898	-116.368309
17216.468811	-114.500168
17217.141724	-115.695412
17217.814636	-117.979576
17218.487549	-115.983849
17219.160461	-114.375557
17219.833374	-114.503670
17220.506287	-115.736473
17221.179199	-115.827263
17221.852112	-119.619026
17222.525024	-119.652847
17223.197937	-119.326340
17223.870850	-119.308159
17224.543762	-120.666077
17225.216675	-116.637154
17225.889587	-115.918564
17226.562500	-116.787247
17227.235413	-115.982475
17227.908325	-115.581078
17228.581238	-114.961990
17229.254150	-115.497246
17229.927063	-114.433983
17230.599976	-114.381447
17231.272888	-116.278145
17231.945801	-115.167099
17232.618713	-115.856613
17233.291626	-116.875191
17233.964539	-116.558800
17234.637451	-117.346443
17235.310364	-119.388382
17235.983276	-121.107559
17236.656189	-123.659958
17237.329102	-125.338554
17238.002014	-125.822144
17238.674927	-122.483665
17239.347839	-123.531563
17240.020752	-122.172699
17240.693665	-118.978317
17241.366577	-117.443733
17242.039490	-117.183861
17242.712402	-116.998314
17243.385315	-115.530983
17244.058228	-115.264175
17244.731140	-115.397438
17245.404053	-114.093163
17246.076965	-115.641434
17246.749878	-113.897781
17247.422791	-113.562317
17248.095703	-113.847275
17248.768616	-113.498039
17249.441528	-112.977814
17250.114441	-113.111229
17250.787354	-113.504433
17251.460266	-114.796280
17252.133179	-115.333290
17252.806091	-113.329124
17253.479004	-115.022232
17254.151917	-116.346092
17254.824829	-114.537704
17255.497742	-114.402122
17256.170654	-112.805634
17256.843567	-113.175331
17257.516479	-114.725998
17258.189392	-112.163330
17258.862305	-111.600159
17259.535217	-112.007294
17260.208130	-111.542732
17260.881042	-111.521881
17261.553955	-113.224716
17262.226868	-112.487366
17262.899780	-113.968498
17263.572693	-113.271301
17264.245605	-112.092690
17264.918518	-113.265541
17265.591431	-114.082634
17266.264343	-115.048485
17266.937256	-114.270424
17267.610168	-113.956306
17268.283081	-114.260399
17268.955994	-115.838638
17269.628906	-114.569595
17270.301819	-114.180664
17270.974731	-113.603996
17271.647644	-115.188240
17272.320557	-113.183296
17272.993469	-112.688843
17273.666382	-113.008919
17274.339294	-111.784203
17275.012207	-110.773262
17275.685120	-111.077469
17276.358032	-111.285530
17277.030945	-109.876129
17277.703857	-110.771973
17278.376770	-111.138741
17279.049683	-110.752838
17279.722595	-109.597466
17280.395508	-110.367302
17281.068420	-111.357948
17281.741333	-110.704544
17282.414246	-110.845123
17283.087158	-114.343010
17283.760071	-113.993675
17284.432983	-114.138878
17285.105896	-116.060577
17285.778809	-116.529602
17286.451721	-117.999832
17287.124634	-115.453575
17287.797546	-114.680237
17288.470459	-114.331581
17289.143372	-113.649887
17289.816284	-112.559021
17290.489197	-112.223854
17291.162109	-112.337936
17291.835022	-111.964966
17292.507935	-112.136696
17293.180847	-111.593613
17293.853760	-111.579788
17294.526672	-111.716347
17295.199585	-110.484238
17295.872498	-109.950623
17296.545410	-109.494537
17297.218323	-109.142372
17297.891235	-109.214378
17298.564148	-108.281258
17299.237061	-108.071381
17299.909973	-108.768425
17300.582886	-107.805634
17301.255798	-107.783318
17301.928711	-108.272202
17302.601624	-108.612419
17303.274536	-108.562744
17303.947449	-108.350784
17304.620361	-108.412369
17305.293274	-108.055382
17305.966187	-107.512184
17306.639099	-107.219414
17307.312012	-106.696228
17307.984924	-106.580856
17308.657837	-106.840065
17309.330750	-107.076103
17310.003662	-106.098198
17310.676575	-105.691261
17311.349487	-106.347961
17312.022400	-106.345810
17312.695313	-106.784935
17313.368225	-107.130890
17314.041138	-107.388084
17314.714050	-108.256004
17315.386963	-108.993980
17316.059875	-109.557068
17316.732788	-110.343391
17317.405701	-110.153389
17318.078613	-111.237831
17318.751526	-110.541389
17319.424438	-110.075928
17320.097351	-109.469475
17320.770264	-109.969017
17321.443176	-109.741859
17322.116089	-109.930557
17322.789001	-110.798119
17323.461914	-111.260239
17324.134827	-111.437531
17324.807739	-111.000839
17325.480652	-110.753281
17326.153564	-110.610802
17326.826477	-110.687431
17327.499390	-111.405655
17328.172302	-110.502266
17328.845215	-110.113235
17329.518127	-109.824249
17330.191040	-109.880920
17330.863953	-108.794128
17331.536865	-109.405594
17332.209778	-110.605240
17332.882690	-110.473938
17333.555603	-110.394722
17334.228516	-111.104271
17334.901428	-111.809692
17335.574341	-111.972282
17336.247253	-111.244354
17336.920166	-111.357773
17337.593079	-110.790413
17338.265991	-110.396759
17338.938904	-109.326736
17339.611816	-108.141052
17340.284729	-107.376457
17340.957642	-106.772461
17341.630554	-105.814049
17342.303467	-106.352058
17342.976379	-105.628326
17343.649292	-105.682510
17344.322205	-106.180321
17344.995117	-106.350487
17345.668030	-106.846931
17346.340942	-106.170425
17347.013855	-106.020058
17347.686768	-106.084389
17348.359680	-106.059860
17349.032593	-105.657478
17349.705505	-105.735573
17350.378418	-105.869080
17351.051331	-106.013947
17351.724243	-106.392372
17352.397156	-106.577736
17353.070068	-106.913689
17353.742981	-107.501053
17354.415894	-107.337379
17355.088806	-107.864777
17355.761719	-108.673302
17356.434631	-109.834824
17357.107544	-111.519073
17357.780457	-111.851280
17358.453369	-113.684929
17359.126282	-114.545830
17359.799194	-114.108261
17360.472107	-114.463387
17361.145020	-116.395195
17361.817932	-114.940514
17362.490845	-113.683815
17363.163757	-112.572929
17363.836670	-111.150108
17364.509583	-110.329300
17365.182495	-109.814026
17365.855408	-108.832397
17366.528320	-108.388367
17367.201233	-108.380257
17367.874146	-107.776520
17368.547058	-107.428535
17369.219971	-106.764442
17369.892883	-106.427589
17370.565796	-106.177582
17371.238708	-106.296135
17371.911621	-105.936775
17372.584534	-105.773697
17373.257446	-106.196190
17373.930359	-106.060860
17374.603271	-106.513733
17375.276184	-106.308784
17375.949097	-107.344978
17376.622009	-108.576019
17377.294922	-109.369690
17377.967834	-109.162865
17378.640747	-109.673477
17379.313660	-109.608170
17379.986572	-109.233383
17380.659485	-109.490807
17381.332397	-109.768890
17382.005310	-109.002678
17382.678223	-108.933075
17383.351135	-108.367363
17384.024048	-108.160072
17384.696960	-108.171013
17385.369873	-108.694855
17386.042786	-108.521347
17386.715698	-109.432098
17387.388611	-109.373947
17388.061523	-109.250061
17388.734436	-109.817917
17389.407349	-110.511299
17390.080261	-109.098801
17390.753174	-110.146347
17391.426086	-110.533607
17392.098999	-109.966820
17392.771912	-109.671844
17393.444824	-110.437218
17394.117737	-110.387787
17394.790649	-110.628372
17395.463562	-111.188660
17396.136475	-111.223137
17396.809387	-112.403664
17397.482300	-112.899040
17398.155212	-113.202690
17398.828125	-113.491409
17399.501038	-112.602859
17400.173950	-113.032745
17400.846863	-112.954124
17401.519775	-111.495445
17402.192688	-112.440712
17402.865601	-112.560242
17403.538513	-111.867638
17404.211426	-111.637131
